SE COLINAS FID=SEL-421-R117-V0-Z007007-D20060413
02:39,7
Cycles, IAW A, IBW B, ICW C, VAY A, VBY B, VCY C, TRIP
2.46, -201.51672, -587.7571, 809.425492, -139.45897, -289.634984, 424.972014, 0
2.49, -50.37918, -681.798236, 759.046312, -59.699431, -345.418572, 400.927364, 0
2.52, 104.116972, -748.970476, 668.363788, 24.594242, -391.446902, 363.005516, 0
2.55, 261.971736, -799.349656, 574.322652, 104.697276, -420.643977, 313.404838, 0
2.58, 396.316216, -812.784104, 453.41262, 181.983651, -436.23865, 254.117601, 0
2.61, 537.37792, -812.784104, 305.633692, 252.056631, -432.666302, 182.945437, 0
2.64, 641.494892, -772.48076, 167.9306, 313.679634, -415.560251, 105.315567, 0
2.67, 708.667132, -701.949908, 6.717224, 364.997787, -385.882283, 23.082864, 0
2.7, 779.197984, -614.625996, -137.703092, 402.438742, -339.716555, -60.180324, 0
2.73, 816.142716, -500.433188, -288.840632, 427.719974, -286.680927, -139.45897, 0
2.76, 816.142716, -362.730096, -429.902336, 433.902884, -220.455091, -213.585191, 0
2.79, 799.349656, -218.30978, -560.888204, 426.483392, -145.916676, -280.704114, 0
2.82, 748.970476, -73.889464, -654.92934, 404.431013, -68.699, -337.586886, 0
2.85, 661.646564, 87.323912, -725.460192, 366.715262, 17.793041, -384.645701, 0
2.88, 577.681264, 245.178676, -779.197984, 318.832059, 98.308269, -417.00293, 0
2.91, 453.41262, 389.598992, -816.142716, 259.957016, 175.251149, -433.765486, 0
2.94, 308.992304, 537.37792, -822.85994, 189.677939, 248.140788, -434.315078, 0
2.97, 167.9306, 634.777668, -792.632432, 114.04034, 308.321112, -419.0639, 0
3, 16.79306, 715.384356, -715.384356, 31.670239, 362.593322, -390.072922, 0
3.03, -144.420316, 779.197984, -638.13628, -51.592949, 402.644839, -347.891736, 0
3.06, -292.199244, 826.218552, -523.943472, -131.352488, 427.445178, -294.787409, 0
3.09, -423.185112, 832.935776, -396.316216, -206.852689, 437.131737, -230.966038, 0
3.12, -547.453756, 816.142716, -251.8959, -273.696816, 427.513877, -157.595506, 0
3.15, -654.92934, 772.48076, -97.399748, -332.984053, 407.522468, -78.110763, 0
3.18, -732.177416, 695.232684, 53.737792, -379.493276, 372.073784, 4.946328, 0
3.21, -782.556596, 597.832936, 204.875332, -413.087087, 322.747902, 87.110332, 0
3.24, -806.06688, 470.20568, 352.65426, -431.841914, 266.071227, 164.602804, 0
3.27, -795.991044, 322.426752, 490.357352, -432.941098, 195.448655, 236.942851, 0
3.3, -769.122148, 191.440884, 611.267384, -420.712676, 120.429347, 300.832921, 0
3.33, -705.30852, 26.868896, 695.232684, -393.439173, 40.051517, 354.280743, 0
3.36, -624.701832, -127.627256, 759.046312, -351.807579, -45.890932, 397.011521, 0
3.39, -520.58486, -275.406184, 806.06688, -300.489426, -124.551287, 424.078927, 0
3.42, -392.957604, -429.902336, 829.577164, -237.904637, -200.669779, 435.55166, 0
3.45, -248.537288, -554.17098, 816.142716, -165.358493, -269.162682, 430.330536, 0
3.48, -110.834196, -654.92934, 782.556596, -87.659924, -327.419434, 410.888719, 0
3.51, 47.020568, -725.460192, 705.30852, -3.778445, -378.187995, 377.569704, 0
3.54, 204.875332, -782.556596, 611.267384, 77.904666, -412.537495, 331.403976, 0
3.57, 349.295648, -819.501328, 497.074576, 156.152827, -433.215894, 275.689087, 0
3.6, 490.357352, -819.501328, 362.730096, 229.798155, -435.963854, 208.020572, 0
3.63, 597.832936, -789.27382, 208.233944, 293.550827, -422.224054, 132.108177, 0
3.66, 688.51546, -732.177416, 60.455016, 349.265716, -397.904608, 51.386852, 0
3.69, 759.046312, -651.570728, -90.682524, 390.759912, -356.479111, -32.357229, 0
3.72, 806.06688, -547.453756, -248.537288, 421.193569, -305.504453, -113.490748, 0
3.75, 816.142716, -409.750664, -396.316216, 433.696787, -244.431042, -189.128347, 0
3.78, 806.06688, -265.330348, -523.943472, 431.017526, -171.266607, -259.476123, 0
3.81, 762.404924, -120.910032, -621.34322, 413.56798, -95.422911, -319.312952, 0
3.84, 698.591296, 30.227508, -705.30852, 381.27945, -11.67883, -370.356309, 0
3.87, 597.832936, 188.082272, -765.763536, 335.594615, 72.202649, -407.728565, 0
3.9, 493.715964, 342.578424, -806.06688, 281.322405, 149.420325, -429.712245, 0
3.93, 356.012872, 490.357352, -816.142716, 214.134783, 224.851827, -436.101252, 0
3.96, 214.951168, 601.191548, -806.06688, 139.939863, 289.22279, -425.727703, 0
3.99, 67.17224, 691.874072, -745.611864, 60.317722, 344.594184, -401.339558, 0
4.02, -94.041136, 765.763536, -665.005176, -24.04465, 391.103407, -363.142914, 0
4.05, -245.178676, 809.425492, -557.529592, -104.42248, 419.956987, -313.473537, 0
4.08, -382.881768, 832.935776, -450.054008, -181.846253, 435.826456, -253.980203, 0
4.11, -510.509024, 822.85994, -302.27508, -252.194029, 432.460205, -183.357631, 0
4.14, -614.625996, 789.27382, -157.854764, -314.023129, 415.354154, -105.452965, 0
4.17, -705.30852, 722.10158, 0, -365.341282, 386.294477, -23.632456, 0
4.2, -769.122148, 634.777668, 151.13754, -402.57614, 340.128749, 59.287237, 0
4.23, -809.425492, 523.943472, 302.27508, -427.719974, 286.955723, 138.703281, 0
4.26, -806.06688, 382.881768, 450.054008, -434.17768, 220.935984, 212.829502, 0
4.29, -785.915208, 231.744228, 570.96404, -426.139897, 146.054074, 280.017124, 0
4.32, -738.89464, 83.9653, 671.7224, -404.63711, 68.905097, 336.6251, 0
4.35, -654.92934, -67.17224, 738.89464, -367.333553, -17.106051, 384.302206, 0
4.38, -550.812368, -225.027004, 795.991044, -319.038156, -98.170871, 416.453338, 0
4.41, -439.978172, -379.523156, 822.85994, -260.987501, -174.701557, 433.49069, 0
4.44, -295.557856, -513.867636, 836.294388, -190.639725, -247.522497, 434.040282, 0
4.47, -147.778928, -617.984608, 789.27382, -115.139524, -307.77152, 418.995201, 0
4.5, 0, -705.30852, 728.818804, -32.700724, -361.975031, 390.141621, 0
4.53, 151.13754, -769.122148, 644.853504, 50.493765, -402.507441, 348.372629, 0
4.56, 308.992304, -809.425492, 530.660696, 129.909809, -427.788673, 295.886593, 0
4.59, 446.695396, -816.142716, 416.467888, 205.959602, -437.475232, 232.20262, 0
4.62, 564.246816, -806.06688, 258.613124, 272.73503, -428.406964, 158.557292, 0
4.65, 658.287952, -755.6877, 120.910032, 332.090966, -408.140759, 79.209947, 0
4.68, 742.253252, -675.081012, -43.661956, 378.600189, -372.623376, -4.053241, 0
4.71, 792.632432, -591.115712, -191.440884, 412.194, -323.503591, -86.148546, 0
4.74, 816.142716, -460.129844, -345.937036, 431.773215, -266.964314, -163.915814, 0
4.77, 812.784104, -315.709528, -486.99874, 433.215894, -196.47914, -236.461958, 0
4.8, 789.27382, -167.9306, -597.832936, 421.056171, -121.665929, -300.077232, 0
4.83, 718.742968, -20.151672, -685.156848, 393.988765, -41.150701, -354.280743, 0
4.86, 641.494892, 141.061704, -742.253252, 352.013676, 44.723049, -396.874123, 0
4.89, 534.019308, 285.48202, -795.991044, 301.039018, 123.452103, -424.078927, 0
4.92, 409.750664, 443.336784, -812.784104, 238.110734, 200.120187, -435.895155, 0
4.95, 265.330348, 567.605428, -809.425492, 165.358493, 268.61309, -430.811429, 0
4.98, 117.55142, 665.005176, -765.763536, 88.140817, 326.457648, -411.026117, 0
5.01, -40.303344, 742.253252, -691.874072, 4.053241, 377.432306, -377.8445, 0
5.04, -191.440884, 802.708268, -594.474324, -77.492472, 411.781806, -331.403976, 0
5.07, -332.502588, 826.218552, -490.357352, -155.878031, 432.391506, -275.208194, 0
5.1, -460.129844, 826.218552, -345.937036, -229.45466, 435.689058, -208.432766, 0
5.13, -591.115712, 802.708268, -198.158108, -293.619526, 421.880559, -132.314274, 0
5.16, -678.439624, 745.611864, -53.737792, -349.197017, 398.110705, -52.073842, 0
5.19, -752.329088, 665.005176, 100.75836, -391.309504, 356.753907, 31.326744, 0
5.22, -799.349656, 560.888204, 258.613124, -421.12487, 305.641851, 112.66636, 0
5.25, -806.06688, 423.185112, 403.03344, -433.628088, 244.705838, 188.303959, 0
5.28, -795.991044, 285.48202, 534.019308, -430.74273, 171.610102, 258.720434, 0
5.31, -755.6877, 137.703092, 638.13628, -413.705378, 95.422911, 318.625962, 0
5.34, -688.51546, -16.79306, 722.10158, -381.829042, 12.228422, 370.012814, 0
5.37, -594.474324, -174.647824, 775.839372, -336.212906, -71.859154, 407.38507, 0
5.4, -476.922904, -329.143976, 816.142716, -282.284191, -148.733335, 429.437449, 0
5.43, -345.937036, -470.20568, 836.294388, -215.233967, -224.164837, 435.689058, 0
5.46, -208.233944, -591.115712, 806.06688, -141.039047, -288.398402, 425.659004, 0
5.49, -57.096404, -671.7224, 765.763536, -61.416906, -344.388087, 401.408257, 0
5.52, 100.75836, -745.611864, 685.156848, 23.014165, -390.828611, 363.898603, 0
5.55, 255.254512, -795.991044, 570.96404, 103.460694, -420.43788, 314.435323, 0
5.58, 396.316216, -816.142716, 453.41262, 180.540972, -436.307349, 254.941989, 0
5.61, 517.226248, -812.784104, 322.426752, 250.888748, -432.872399, 184.044621, 0
5.64, 638.13628, -775.839372, 161.213376, 312.717848, -415.903746, 106.346052, 0
5.67, 718.742968, -705.30852, 6.717224, 364.448195, -386.77537, 24.73164, 0
5.7, 775.839372, -621.34322, -147.778928, 402.026548, -340.815739, -59.08114, 0
5.73, 819.501328, -507.150412, -295.557856, 427.651275, -287.574014, -138.359786, 0
5.76, 822.85994, -362.730096, -429.902336, 434.383777, -221.760372, -212.486007, 0
5.79, 795.991044, -225.027004, -557.529592, 426.689489, -147.359355, -279.673629, 0
5.82, 748.970476, -73.889464, -658.287952, 404.774508, -70.004281, -336.419003, 0
5.85, 668.363788, 80.606688, -722.10158, 367.470951, 16.281663, -384.370905, 0
5.88, 574.322652, 248.537288, -775.839372, 319.175554, 97.209085, -416.247241, 0
5.91, 450.054008, 396.316216, -816.142716, 260.918802, 173.80847, -433.421991, 0
5.94, 312.350916, 527.302084, -812.784104, 190.571026, 246.835507, -434.17768, 0
5.97, 164.571988, 631.419056, -785.915208, 115.483019, 307.153229, -419.407395, 0
6, 20.151672, 712.025744, -728.818804, 32.838122, 361.631536, -390.553815, 0
6.03, -141.061704, 782.556596, -634.777668, -50.15027, 402.095247, -348.510027, 0
6.06, -282.123408, 822.85994, -523.943472, -129.84111, 426.758188, -295.543098, 0
6.09, -426.543724, 836.294388, -399.674828, -205.478709, 436.92564, -232.477416, 0
6.12, -554.17098, 819.501328, -255.254512, -272.460234, 427.651275, -159.106884, 0
6.15, -651.570728, 772.48076, -100.75836, -331.541374, 407.728565, -79.965636, 0
6.18, -722.10158, 698.591296, 47.020568, -378.53149, 372.966871, 2.954057, 0
6.21, -779.197984, 601.191548, 204.875332, -412.400097, 323.915785, 85.461556, 0
6.24, -809.425492, 476.922904, 356.012872, -431.635817, 267.307809, 163.022727, 0
6.27, -799.349656, 335.8612, 490.357352, -433.078496, 197.16613, 235.774968, 0
6.3, -775.839372, 181.365048, 604.55016, -420.918773, 121.665929, 299.390242, 0
6.33, -708.667132, 36.944732, 691.874072, -394.400959, 41.425497, 353.250258, 0
6.36, -621.34322, -124.268644, 755.6877, -352.563268, -44.379554, 396.530628, 0
6.39, -523.943472, -275.406184, 806.06688, -301.932105, -122.902511, 423.735432, 0
6.42, -396.316216, -423.185112, 832.935776, -239.07252, -199.433197, 435.345563, 0
6.45, -248.537288, -557.529592, 826.218552, -166.663774, -267.994799, 430.674031, 0
6.48, -110.834196, -654.92934, 782.556596, -89.171302, -326.114153, 411.094816, 0
6.51, 50.37918, -725.460192, 708.667132, -4.877629, -377.569704, 378.256694, 0
6.54, 201.51672, -789.27382, 614.625996, 76.393288, -411.987903, 332.297063, 0
6.57, 349.295648, -816.142716, 493.715964, 154.984944, -433.078496, 276.582174, 0
6.6, 470.20568, -809.425492, 362.730096, 228.630272, -436.101252, 208.982358, 0
6.63, 597.832936, -785.915208, 211.592556, 292.65774, -422.911044, 133.27606, 0
6.66, 681.798236, -742.253252, 67.17224, 348.510027, -398.797695, 52.760832, 0
6.69, 762.404924, -651.570728, -90.682524, 390.416417, -357.509596, -30.91455, 0
6.72, 799.349656, -547.453756, -241.820064, 420.987472, -306.878433, -111.841972, 0
6.75, 816.142716, -419.8265, -396.316216, 433.765486, -245.530226, -187.754367, 0
6.78, 802.708268, -268.68896, -517.226248, 430.74273, -172.640587, -258.170842, 0
6.81, 765.763536, -120.910032, -621.34322, 413.499281, -96.659493, -318.213768, 0
6.84, 698.591296, 33.58612, -701.949908, 382.035139, -13.121509, -369.60062, 0
6.87, 601.191548, 194.799496, -759.046312, 336.350304, 70.691271, -407.178973, 0
6.9, 497.074576, 335.8612, -806.06688, 282.284191, 148.38984, -429.506148, 0
6.93, 359.371484, 483.640128, -819.501328, 215.302666, 223.752643, -436.376048, 0
6.96, 211.592556, 601.191548, -802.708268, 141.451241, 287.917509, -426.071198, 0
6.99, 77.248076, 691.874072, -745.611864, 61.691702, 343.907194, -402.163946, 0
7.02, -90.682524, 762.404924, -671.7224, -22.601971, 390.347718, -364.310797, 0
7.05, -241.820064, 806.06688, -570.96404, -102.979801, 419.682191, -314.504022, 0
7.08, -382.881768, 829.577164, -446.695396, -180.060079, 435.414262, -255.216785, 0
7.11, -510.509024, 829.577164, -302.27508, -250.75135, 432.528904, -184.525514, 0
7.14, -617.984608, 789.27382, -151.13754, -312.58045, 415.62895, -106.826945, 0
7.17, -705.30852, 728.818804, -3.358612, -364.310797, 386.637972, -25.349931, 0
7.2, -772.48076, 638.13628, 147.778928, -401.683053, 341.090535, 57.913257, 0
7.23, -802.708268, 523.943472, 305.633692, -427.719974, 287.84881, 137.535398, 0
7.26, -806.06688, 389.598992, 450.054008, -434.108981, 221.829071, 211.799017, 0
7.29, -782.556596, 238.461452, 570.96404, -426.62079, 147.290656, 278.91794, 0
7.32, -738.89464, 83.9653, 668.363788, -404.980605, 70.07298, 335.663314, 0
7.35, -658.287952, -67.17224, 735.536028, -368.089242, -15.732071, 383.683915, 0
7.38, -557.529592, -228.385616, 795.991044, -320.13734, -96.659493, 415.903746, 0
7.41, -436.61956, -376.164544, 832.935776, -262.086685, -173.12148, 433.009797, 0
7.44, -298.916468, -517.226248, 826.218552, -191.532812, -246.285915, 434.17768, 0
7.47, -154.496152, -621.34322, 799.349656, -116.307407, -306.878433, 419.0639, 0
7.5, -6.717224, -705.30852, 735.536028, -34.074704, -361.150643, 390.828611, 0
7.53, 154.496152, -772.48076, 648.212116, 49.325882, -401.957849, 348.922221, 0
7.56, 298.916468, -802.708268, 540.736532, 128.604528, -427.445178, 296.710981, 0
7.59, 429.902336, -819.501328, 413.109276, 204.585622, -437.200436, 233.301804, 0
7.62, 564.246816, -802.708268, 261.971736, 271.429749, -428.406964, 159.725175, 0
7.65, 654.92934, -759.046312, 114.192808, 330.510889, -408.415555, 80.790024, 0
7.68, 738.89464, -681.798236, -30.227508, 377.638403, -373.310366, -2.404465, 0
7.71, 792.632432, -587.7571, -194.799496, 411.850505, -324.534076, -84.705867, 0
7.74, 822.85994, -463.488456, -342.578424, 431.086225, -268.338294, -162.473135, 0
7.77, 822.85994, -319.06814, -473.564292, 433.009797, -197.85312, -234.95058, 0
7.8, 789.27382, -178.006436, -594.474324, 421.193569, -122.97121, -298.909349, 0
7.83, 722.10158, -20.151672, -681.798236, 394.538357, -43.005574, -353.11286, 0
7.86, 634.777668, 137.703092, -752.329088, 352.975462, 43.211671, -396.187133, 0
7.89, 530.660696, 288.840632, -802.708268, 302.2756, 121.940725, -423.87283, 0
7.92, 406.392052, 443.336784, -826.218552, 239.690811, 198.402712, -435.895155, 0
7.95, 265.330348, 570.96404, -809.425492, 167.62556, 267.170411, -431.42972, 0
7.98, 120.910032, 668.363788, -775.839372, 89.99569, 325.083668, -411.781806, 0
8.01, -33.58612, 735.536028, -691.874072, 6.114211, 376.333122, -378.600189, 0
8.04, -191.440884, 802.708268, -601.191548, -75.774997, 411.300913, -332.640558, 0
8.07, -332.502588, 829.577164, -490.357352, -154.641449, 432.460205, -276.85697, 0
8.1, -466.847068, 829.577164, -345.937036, -228.424175, 436.101252, -209.806746, 0
8.13, -584.398488, 812.784104, -201.51672, -292.726439, 422.636248, -133.894351, 0
8.16, -675.081012, 748.970476, -53.737792, -348.784823, 399.072491, -53.653919, 0
8.19, -748.970476, 671.7224, 94.041136, -390.828611, 358.196586, 29.815366, 0
8.22, -795.991044, 567.605428, 248.537288, -420.781375, 306.947132, 110.880186, 0
8.25, -802.708268, 433.260948, 399.674828, -434.040282, 246.217216, 186.998678, 0
8.28, -795.991044, 285.48202, 527.302084, -430.674031, 172.640587, 257.346454, 0
8.31, -762.404924, 137.703092, 641.494892, -414.048873, 97.071687, 317.526778, 0
8.34, -685.156848, -13.434448, 715.384356, -382.447333, 13.602402, 369.119727, 0
8.37, -601.191548, -171.289212, 779.197984, -336.899896, -70.897368, 406.835478, 0
8.4, -483.640128, -329.143976, 812.784104, -283.108579, -147.634151, 429.162653, 0
8.43, -349.295648, -466.847068, 826.218552, -216.195753, -223.546546, 435.963854, 0
8.46, -204.875332, -587.7571, 806.06688, -142.20693, -287.84881, 425.865101, 0
8.49, -53.737792, -678.439624, 759.046312, -62.653488, -343.701097, 401.957849, 0
8.52, 97.399748, -742.253252, 678.439624, 21.571486, -390.21032, 364.448195, 0
8.55, 248.537288, -799.349656, 581.039876, 101.743219, -419.956987, 315.534507, 0
8.58, 392.957604, -816.142716, 463.488456, 179.373089, -436.101252, 256.178571, 0
8.61, 517.226248, -816.142716, 319.06814, 249.858263, -433.078496, 185.418601, 0
8.64, 621.34322, -775.839372, 167.9306, 311.549965, -416.247241, 107.926129, 0
8.67, 705.30852, -708.667132, 16.79306, 363.623807, -387.187564, 25.968222, 0
8.7, 775.839372, -624.701832, -134.34448, 401.20216, -341.43403, -57.501063, 0
8.73, 806.06688, -507.150412, -292.199244, 427.101683, -288.5358, -136.917107, 0
8.76, 816.142716, -366.088708, -433.260948, 434.040282, -223.203051, -211.180726, 0
8.79, 799.349656, -228.385616, -564.246816, 427.239081, -148.595937, -278.505746, 0
8.82, 748.970476, -73.889464, -644.853504, 405.392799, -71.309562, -335.594615, 0
8.85, 668.363788, 80.606688, -725.460192, 368.570135, 14.564188, -383.546517, 0
8.88, 577.681264, 238.461452, -785.915208, 320.549534, 95.766406, -416.041144, 0
8.91, 450.054008, 389.598992, -812.784104, 262.361481, 172.640587, -433.49069, 0
8.94, 319.06814, 527.302084, -819.501328, 192.151103, 245.461527, -434.452476, 0
8.97, 164.571988, 638.13628, -789.27382, 116.7883, 306.260142, -419.888288, 0
9, 26.868896, 715.384356, -728.818804, 34.555597, 360.66975, -391.172106, 0
9.03, -134.34448, 782.556596, -641.494892, -48.570193, 401.476956, -349.403114, 0
9.06, -285.48202, 819.501328, -534.019308, -128.192334, 426.552091, -296.642282, 0
9.09, -426.543724, 832.935776, -406.392052, -204.173428, 436.92564, -233.507901, 0
9.12, -550.812368, 819.501328, -265.330348, -271.704545, 428.406964, -160.549563, 0
9.15, -651.570728, 772.48076, -117.55142, -331.060481, 408.415555, -81.202218, 0
9.18, -725.460192, 698.591296, 47.020568, -378.187995, 373.791259, 1.580077, 0
9.21, -782.556596, 604.55016, 204.875332, -412.331398, 324.877571, 84.018877, 0
9.24, -809.425492, 480.281516, 345.937036, -431.567118, 268.475692, 161.580048, 0
9.27, -795.991044, 329.143976, 486.99874, -433.215894, 198.54011, 234.26359, 0
9.3, -772.48076, 191.440884, 597.832936, -421.056171, 123.108608, 298.428456, 0
9.33, -708.667132, 40.303344, 685.156848, -394.675755, 42.868176, 352.357171, 0
9.36, -624.701832, -117.55142, 755.6877, -353.044161, -43.074273, 395.843638, 0
9.39, -520.58486, -278.764796, 802.708268, -302.550396, -121.665929, 423.18584, 0
9.42, -392.957604, -419.8265, 826.218552, -240.034306, -198.265314, 435.414262, 0
9.45, -255.254512, -547.453756, 822.85994, -167.762958, -267.170411, 431.086225, 0
9.48, -107.475584, -648.212116, 779.197984, -90.407884, -325.358464, 411.644408, 0
9.51, 50.37918, -722.10158, 712.025744, -6.732502, -376.539219, 379.149781, 0
9.54, 204.875332, -782.556596, 611.267384, 74.744512, -411.026117, 333.19015, 0
9.57, 345.937036, -816.142716, 503.7918, 153.061372, -432.460205, 277.887455, 0
9.6, 476.922904, -816.142716, 366.088708, 226.844098, -435.963854, 210.699833, 0
9.63, 601.191548, -789.27382, 218.30978, 291.28376, -422.842345, 135.062234, 0
