0,246.59,-162.03,-84.559
0.00052083,250.54,-121.66,-128.88
0.0010417,244.87,-76.558,-168.31
0.0015625,229.78,-28.54,-201.24
0.0020833,205.87,20.569,-226.44
0.0026042,174.05,68.878,-242.93
0.003125,135.54,114.53,-250.07
0.0036458,91.824,155.78,-247.6
0.0041667,44.582,191.03,-235.61
0.0046875,-4.3731,218.93,-214.55
0.0052083,-53.158,238.4,-185.25
0.0057292,-99.899,248.71,-148.81
0.00625,-142.8,249.45,-106.66
0.0067708,-180.21,240.6,-60.392
0.0072917,-210.69,222.49,-11.801
0.0078125,-233.08,195.83,37.251
0.0083333,-246.5,161.63,84.878
0.0088542,-250.46,121.21,129.25
0.009375,-244.78,76.121,168.66
0.0098958,-229.7,28.101,201.6
0.010417,-205.79,-21.007,226.79
0.010937,-173.97,-69.316,243.28
0.011458,-135.46,-114.97,250.43
0.011979,-91.742,-156.21,247.96
0.0125,-44.499,-191.46,235.96
0.013021,4.4555,-219.36,214.91
0.013542,53.24,-238.84,185.6
0.014063,99.981,-249.15,149.17
0.014583,142.88,-249.89,107.01
0.015104,180.29,-241.04,60.747
0.015625,210.78,-222.93,12.155
0.016146,233.16,-196.26,-36.897
0.016667,246.59,-162.06,-84.523
0.017188,250.54,-121.64,-128.9
0.017708,244.86,-76.557,-168.31
0.018229,229.78,-28.537,-201.24
0.01875,205.87,20.571,-226.44
0.019271,174.05,68.88,-242.93
0.019792,135.54,114.53,-250.07
0.020313,91.824,155.78,-247.6
0.020833,44.581,191.03,-235.61
0.021354,-4.3735,218.93,-214.55
0.021875,-53.159,238.41,-185.25
0.022396,-99.899,248.71,-148.82
0.022917,-142.8,249.46,-106.66
0.023438,-180.21,240.6,-60.394
0.023958,-210.69,222.5,-11.803
0.024479,-233.08,195.83,37.249
0.025,-246.51,161.63,84.876
0.025521,-250.46,121.21,129.25
0.026042,-244.78,76.124,168.66
0.026562,-229.7,28.104,201.6
0.027083,-205.79,-21.004,226.79
0.027604,-173.97,-69.314,243.28
0.028125,-135.46,-114.97,250.43
0.028646,-91.742,-156.21,247.95
0.029167,-44.5,-191.46,235.96
0.029687,4.455,-219.36,214.91
0.030208,53.24,-238.84,185.6
0.030729,99.98,-249.15,149.17
0.03125,142.88,-249.89,107.01
0.031771,180.29,-241.04,60.745
0.032292,210.77,-222.93,12.153
0.032813,233.16,-196.26,-36.899
0.033333,246.59,-162.06,-84.526
0.033854,250.54,-121.64,-128.9
0.034375,244.86,-76.555,-168.31
0.034896,229.78,-28.535,-201.25
0.035417,205.87,20.573,-226.44
0.035937,174.05,68.883,-242.93
0.036458,135.54,114.54,-250.08
0.036979,91.824,155.78,-247.6
0.0375,44.581,191.03,-235.61
0.038021,-4.374,218.93,-214.56
0.038542,-53.159,238.41,-185.25
0.039063,-99.9,248.72,-148.82
0.039583,-142.8,249.46,-106.66
0.040104,-180.21,240.61,-60.396
0.040625,-210.69,222.5,-11.805
0.041146,-233.08,195.83,37.247
