SE RIBEIRO GONÇALVES FID=SEL-421-R117-V0-Z007007-D20060413
49:36,1
Cycles, IAW A, IBW B, ICW C, VAY A, VBY B, VCY C, TRIP
3.75, 171.289212, -345.937036, 194.799496, -424.285024, 179.853982, 252.194029, 0
3.78, 221.668392, -332.502588, 117.55142, -409.102545, 104.216383, 311.000373, 0
3.81, 265.330348, -319.06814, 60.455016, -378.187995, 23.082864, 359.570566, 0
3.84, 308.992304, -302.27508, -3.358612, -336.075508, -57.775859, 395.225347, 0
3.87, 329.143976, -255.254512, -73.889464, -279.811027, -135.474428, 413.911475, 0
3.9, 332.502588, -208.233944, -120.910032, -212.829502, -212.760803, 422.224054, 0
3.93, 342.578424, -144.420316, -188.082272, -142.20693, -278.505746, 416.522037, 0
3.96, 325.785364, -80.606688, -241.820064, -63.89007, -334.358033, 394.469658, 0
3.99, 322.426752, -16.79306, -288.840632, 19.029623, -378.187995, 358.196586, 0
4.02, 298.916468, 47.020568, -325.785364, 98.308269, -407.041575, 310.725577, 0
4.05, 248.537288, 104.116972, -329.143976, 173.739771, -420.850074, 250.613952, 0
4.08, 184.72366, 181.365048, -339.219812, 245.805022, -424.285024, 182.05235, 0
4.11, 120.910032, 221.668392, -339.219812, 306.191443, -411.300913, 109.025313, 0
4.14, 70.530852, 278.764796, -335.8612, 355.929519, -384.851798, 29.334473, 0
4.17, 6.717224, 308.992304, -319.06814, 394.194862, -344.731582, -52.073842, 0
4.2, -63.813628, 329.143976, -275.406184, 416.041144, -291.215061, -130.115906, 0
4.23, -114.192808, 349.295648, -225.027004, 423.391937, -225.813613, -205.066515, 0
4.26, -171.289212, 345.937036, -157.854764, 420.369181, -155.878031, -273.490719, 0
4.29, -228.385616, 332.502588, -100.75836, 399.82818, -77.835967, -328.449919, 0
4.32, -258.613124, 319.06814, -26.868896, 364.860389, 4.259338, -373.310366, 0
4.35, -305.633692, 288.840632, 36.944732, 318.351166, 84.224974, -403.812722, 0
4.38, -329.143976, 245.178676, 104.116972, 258.033444, 161.717446, -418.170813, 0
4.41, -329.143976, 198.158108, 164.571988, 189.952735, 235.912366, -422.773646, 0
4.44, -329.143976, 124.268644, 221.668392, 116.307407, 297.947563, -411.026117, 0
4.47, -315.709528, 67.17224, 258.613124, 35.998276, 350.570997, -384.7144, 0
4.5, -302.27508, -3.358612, 315.709528, -46.371825, 389.248534, -344.044592, 0
4.53, -268.68896, -63.813628, 342.578424, -123.932996, 412.674893, -292.520342, 0
4.56, -221.668392, -124.268644, 345.937036, -199.021003, 423.254539, -228.630272, 0
4.59, -157.854764, -194.799496, 356.012872, -266.964314, 422.017957, -159.175583, 0
4.62, -97.399748, -238.461452, 349.295648, -323.915785, 403.812722, -83.469285, 0
4.65, -47.020568, -272.047572, 345.937036, -369.806717, 371.867687, -2.267067, 0
4.68, 23.510284, -308.992304, 319.06814, -403.744023, 327.900327, 78.385559, 0
4.71, 77.248076, -329.143976, 278.764796, -419.613492, 269.780973, 154.984944, 0
4.74, 151.13754, -342.578424, 211.592556, -424.628519, 202.868147, 229.042466, 0
4.77, 204.875332, -339.219812, 151.13754, -415.560251, 130.5281, 292.314245, 0
4.8, 248.537288, -319.06814, 83.9653, -390.21032, 50.356367, 344.662883, 0
4.83, 292.199244, -302.27508, 13.434448, -350.983191, -30.708453, 384.370905, 0
4.86, 312.350916, -275.406184, -50.37918, -300.420727, -109.574905, 409.514739, 0
4.89, 335.8612, -225.027004, -100.75836, -235.981065, -187.616969, 420.43788, 0
4.92, 342.578424, -161.213376, -167.9306, -166.801172, -257.689949, 420.712676, 0
4.95, 332.502588, -97.399748, -228.385616, -90.888777, -316.908487, 403.469227, 0
4.98, 325.785364, -36.944732, -265.330348, -9.068268, -364.860389, 372.005085, 0
5.01, 312.350916, 30.227508, -302.27508, 72.340047, -399.415986, 328.175123, 0
5.04, 265.330348, 94.041136, -329.143976, 148.38984, -417.071629, 272.116739, 0
5.07, 208.233944, 151.13754, -335.8612, 222.859556, -424.422422, 205.341311, 0
5.1, 154.496152, 208.233944, -349.295648, 287.024422, -417.621221, 134.306545, 0
5.13, 94.041136, 255.254512, -329.143976, 340.403545, -395.362745, 56.676675, 0
5.16, 26.868896, 302.27508, -325.785364, 382.928226, -359.570566, -25.006436, 0
5.19, -36.944732, 329.143976, -298.916468, 410.613923, -310.931674, -104.078985, 0
5.22, -97.399748, 342.578424, -255.254512, 421.605763, -248.896477, -179.647885, 0
5.25, -164.571988, 352.65426, -184.72366, 423.391937, -180.334875, -251.987932, 0
5.28, -208.233944, 342.578424, -117.55142, 408.278157, -104.903373, -310.862975, 0
5.31, -255.254512, 332.502588, -57.096404, 377.707102, -23.220262, -359.433168, 0
5.34, -302.27508, 305.633692, 13.434448, 335.319819, 57.638461, -395.362745, 0
5.37, -322.426752, 265.330348, 77.248076, 279.948425, 135.611826, -414.461067, 0
5.4, -322.426752, 211.592556, 141.061704, 212.898201, 212.348609, -422.567549, 0
5.43, -329.143976, 154.496152, 194.799496, 142.275629, 278.368348, -417.483823, 0
5.46, -325.785364, 80.606688, 245.178676, 63.615274, 334.358033, -395.431444, 0
5.49, -319.06814, 16.79306, 298.916468, -18.960924, 377.569704, -358.677479, 0
5.52, -275.406184, -43.661956, 332.502588, -98.23957, 406.835478, -311.481266, 0
5.55, -235.10284, -110.834196, 349.295648, -173.80847, 420.43788, -251.232243, 0
5.58, -178.006436, -167.9306, 352.65426, -245.598925, 424.010228, -183.014136, 0
5.61, -114.192808, -214.951168, 352.65426, -306.054045, 411.163515, -109.300109, 0
5.64, -57.096404, -255.254512, 345.937036, -355.517325, 383.958711, -29.815366, 0
5.67, -6.717224, -302.27508, 329.143976, -394.400959, 344.250689, 52.142541, 0
5.7, 67.17224, -322.426752, 288.840632, -416.31594, 290.871566, 129.909809, 0
5.73, 127.627256, -332.502588, 235.10284, -424.147626, 225.676215, 205.203913, 0
5.76, 194.799496, -335.8612, 164.571988, -421.330967, 156.084128, 273.215923, 0
5.79, 235.10284, -329.143976, 110.834196, -400.721267, 78.042064, 328.312521, 0
5.82, 275.406184, -308.992304, 36.944732, -365.47868, -3.915843, 372.829473, 0
5.85, 315.709528, -288.840632, -23.510284, -319.175554, -83.537984, 403.400528, 0
5.88, 332.502588, -238.461452, -90.682524, -258.514337, -161.511349, 417.552522, 0
5.91, 332.502588, -191.440884, -147.778928, -190.639725, -235.63757, 422.430151, 0
5.94, 339.219812, -120.910032, -198.158108, -116.856999, -297.947563, 410.682622, 0
5.97, 325.785364, -57.096404, -241.820064, -36.822664, -350.639696, 384.645701, 0
6, 312.350916, 3.358612, -295.557856, 45.959631, -389.592029, 343.701097, 0
6.03, 282.123408, 77.248076, -322.426752, 123.108608, -412.88099, 292.451643, 0
6.06, 228.385616, 130.985868, -335.8612, 198.402712, -423.117141, 228.286777, 0
6.09, 174.647824, 191.440884, -342.578424, 266.826916, -422.155355, 159.244282, 0
6.12, 110.834196, 235.10284, -335.8612, 323.709688, -404.018819, 83.12579, 0
6.15, 50.37918, 282.123408, -335.8612, 369.738018, -372.966871, 2.541863, 0
6.18, -6.717224, 312.350916, -298.916468, 403.469227, -328.724715, -77.973365, 0
6.21, -77.248076, 329.143976, -261.971736, 419.407395, -271.017555, -154.57275, 0
6.24, -141.061704, 345.937036, -204.875332, 424.147626, -203.417739, -228.973767, 0
6.27, -198.158108, 342.578424, -144.420316, 415.422853, -131.008993, -292.451643, 0
6.3, -245.178676, 332.502588, -63.813628, 389.798126, -51.180755, -344.525485, 0
6.33, -282.123408, 312.350916, -13.434448, 351.05189, 30.571055, -384.851798, 0
6.36, -315.709528, 272.047572, 67.17224, 300.626824, 109.23141, -410.064331, 0
6.39, -322.426752, 231.744228, 124.268644, 235.774968, 187.204775, -420.506579, 0
6.42, -335.8612, 178.006436, 191.440884, 167.144667, 256.728163, -420.712676, 0
6.45, -329.143976, 107.475584, 241.820064, 90.545282, 316.290196, -403.744023, 0
6.48, -319.06814, 43.661956, 282.123408, 9.205666, 364.516894, -372.417279, 0
6.51, -298.916468, -16.79306, 315.709528, -72.614843, 399.209889, -328.518618, 0
6.54, -251.8959, -83.9653, 339.219812, -148.595937, 417.209027, -272.597632, 0
6.57, -191.440884, -144.420316, 359.371484, -222.996954, 424.765917, -206.097, 0
6.6, -141.061704, -198.158108, 356.012872, -286.749626, 417.621221, -135.33703, 0
6.63, -80.606688, -251.8959, 359.371484, -340.197448, 395.156648, -57.432364, 0
6.66, -23.510284, -285.48202, 342.578424, -382.859527, 358.883576, 24.182048, 0
6.69, 43.661956, -322.426752, 308.992304, -410.613923, 310.313383, 103.872888, 0
6.72, 104.116972, -325.785364, 251.8959, -422.086656, 248.484283, 179.441788, 0
6.75, 164.571988, -342.578424, 198.158108, -423.941529, 180.403574, 251.43834, 0
6.78, 221.668392, -332.502588, 117.55142, -409.033846, 104.972072, 310.794276, 0
6.81, 258.613124, -319.06814, 63.813628, -378.325393, 23.35766, 359.089673, 0
6.84, 305.633692, -298.916468, -3.358612, -336.075508, -57.157568, 395.294046, 0
6.87, 322.426752, -265.330348, -73.889464, -280.429318, -135.268331, 414.25497, 0
6.9, 332.502588, -204.875332, -124.268644, -213.859987, -211.936415, 422.292753, 0
6.93, 335.8612, -147.778928, -188.082272, -143.100017, -278.024853, 416.934231, 0
6.96, 329.143976, -77.248076, -241.820064, -64.783157, -334.083237, 395.362745, 0
6.99, 332.502588, -23.510284, -278.764796, 17.930439, -377.707102, 359.020974, 0
7.02, 292.199244, 43.661956, -312.350916, 97.55258, -406.629381, 311.137771, 0
7.05, 248.537288, 107.475584, -335.8612, 173.052781, -420.575278, 251.163544, 0
7.08, 188.082272, 178.006436, -349.295648, 245.186731, -424.216325, 182.73934, 0
7.11, 124.268644, 228.385616, -345.937036, 306.122744, -411.713107, 109.162711, 0
7.14, 67.17224, 272.047572, -329.143976, 355.517325, -385.126594, 30.22756, 0
7.17, 10.075836, 308.992304, -312.350916, 394.675755, -345.693368, -51.455551, 0
7.2, -60.455016, 339.219812, -268.68896, 415.697649, -291.97075, -129.016722, 0
7.23, -120.910032, 349.295648, -221.668392, 423.735432, -226.569302, -204.379525, 0
7.26, -181.365048, 345.937036, -161.213376, 420.231783, -156.908516, -272.322836, 0
7.29, -225.027004, 342.578424, -97.399748, 399.965578, -78.522957, -328.106424, 0
7.32, -261.971736, 322.426752, -26.868896, 364.860389, 3.641047, -372.417279, 0
7.35, -302.27508, 295.557856, 40.303344, 318.625962, 83.81278, -403.537926, 0
7.38, -322.426752, 248.537288, 107.475584, 258.30824, 161.373951, -418.033415, 0
7.41, -329.143976, 188.082272, 161.213376, 190.433628, 235.500172, -422.773646, 0
7.44, -332.502588, 124.268644, 225.027004, 116.994397, 297.810165, -411.50701, 0
7.47, -319.06814, 63.813628, 272.047572, 36.685266, 350.227502, -385.195293, 0
7.5, -302.27508, -6.717224, 315.709528, -45.753534, 389.317233, -344.662883, 0
7.53, -275.406184, -60.455016, 345.937036, -122.97121, 412.468796, -293.138633, 0
7.56, -228.385616, -127.627256, 345.937036, -198.471411, 423.117141, -228.836369, 0
7.59, -167.9306, -188.082272, 362.730096, -266.483421, 421.743161, -159.931272, 0
7.62, -94.041136, -238.461452, 356.012872, -323.709688, 403.537926, -83.606683, 0
7.65, -50.37918, -275.406184, 345.937036, -369.60062, 372.005085, -2.74796, 0
7.68, 13.434448, -312.350916, 322.426752, -403.881421, 328.312521, 78.385559, 0
7.71, 83.9653, -322.426752, 275.406184, -419.888288, 270.124468, 154.778847, 0
7.74, 144.420316, -342.578424, 214.951168, -425.24681, 203.417739, 229.111165, 0
7.77, 201.51672, -335.8612, 157.854764, -416.178542, 131.008993, 292.726439, 0
7.8, 251.8959, -315.709528, 90.682524, -390.622514, 50.974658, 344.594184, 0
7.83, 295.557856, -302.27508, 20.151672, -351.257987, -30.639754, 384.645701, 0
7.86, 322.426752, -285.48202, -47.020568, -300.764222, -109.162711, 409.44604, 0
7.89, 329.143976, -231.744228, -100.75836, -235.981065, -187.136076, 420.163084, 0
7.92, 349.295648, -161.213376, -161.213376, -167.007269, -257.140357, 420.850074, 0
7.95, 329.143976, -100.75836, -225.027004, -90.957476, -316.358895, 403.537926, 0
7.98, 329.143976, -26.868896, -258.613124, -9.343064, -364.722991, 372.279881, 0
8.01, 305.633692, 30.227508, -305.633692, 71.721756, -398.935093, 328.243822, 0
8.04, 272.047572, 90.682524, -335.8612, 147.70285, -416.934231, 272.666331, 0
8.07, 208.233944, 154.496152, -349.295648, 222.103867, -424.078927, 205.753505, 0
8.1, 154.496152, 204.875332, -345.937036, 286.200034, -417.415124, 134.787438, 0
8.13, 90.682524, 258.613124, -332.502588, 340.06005, -395.225347, 57.363665, 0
8.16, 40.303344, 298.916468, -319.06814, 382.584731, -359.707964, -24.250747, 0
8.19, -36.944732, 329.143976, -292.199244, 410.339127, -311.412567, -103.117199, 0
8.22, -97.399748, 339.219812, -241.820064, 421.81186, -249.033875, -179.441788, 0
8.25, -151.13754, 345.937036, -181.365048, 423.117141, -181.227962, -251.026146, 0
8.28, -208.233944, 335.8612, -114.192808, 408.896448, -105.452965, -310.862975, 0
8.31, -255.254512, 329.143976, -43.661956, 378.050597, -24.319446, -358.60878, 0
8.34, -292.199244, 308.992304, 10.075836, 336.350304, 57.088869, -395.500143, 0
8.37, -325.785364, 265.330348, 73.889464, 280.704114, 134.443943, -414.117572, 0
8.4, -322.426752, 225.027004, 141.061704, 213.65389, 211.455522, -422.292753, 0
8.43, -339.219812, 161.213376, 198.158108, 143.031318, 277.818756, -417.415124, 0
8.46, -329.143976, 87.323912, 258.613124, 64.714458, 333.464946, -395.637541, 0
8.49, -315.709528, 23.510284, 295.557856, -18.342633, 377.638403, -359.29577, 0
8.52, -288.840632, -43.661956, 325.785364, -97.758677, 406.629381, -311.618664, 0
8.55, -245.178676, -100.75836, 356.012872, -173.12148, 421.056171, -252.194029, 0
8.58, -191.440884, -161.213376, 369.44732, -245.118032, 424.147626, -183.632427, 0
8.61, -120.910032, -228.385616, 356.012872, -305.504453, 411.575709, -110.399293, 0
8.64, -63.813628, -261.971736, 342.578424, -355.654723, 384.7144, -30.708453, 0
8.67, -6.717224, -295.557856, 332.502588, -394.194862, 344.800281, 51.180755, 0
8.7, 63.813628, -325.785364, 288.840632, -415.903746, 291.558556, 128.673227, 0
8.73, 124.268644, -342.578424, 238.461452, -424.216325, 226.363205, 204.448224, 0
8.76, 181.365048, -342.578424, 178.006436, -421.12487, 156.771118, 272.185438, 0
8.79, 235.10284, -322.426752, 107.475584, -400.789966, 78.31686, 328.312521, 0
8.82, 272.047572, -308.992304, 33.58612, -365.684777, -3.022756, 372.485978, 0
8.85, 319.06814, -288.840632, -20.151672, -319.725146, -83.400586, 403.469227, 0
8.88, 335.8612, -245.178676, -87.323912, -259.407424, -160.893058, 417.896017, 0
8.91, 335.8612, -184.72366, -151.13754, -191.189317, -235.019279, 422.49885, 0
8.94, 339.219812, -120.910032, -211.592556, -117.818785, -297.46667, 411.369612, 0
8.97, 329.143976, -73.889464, -248.537288, -37.440955, -350.227502, 384.508303, 0
9, 312.350916, 3.358612, -298.916468, 45.272641, -389.454631, 344.250689, 0
9.03, 282.123408, 67.17224, -329.143976, 122.627715, -412.537495, 292.863837, 0
9.06, 235.10284, 127.627256, -339.219812, 198.265314, -423.323238, 228.905068, 0
9.09, 164.571988, 191.440884, -356.012872, 266.346023, -422.017957, 159.38168, 0
9.12, 110.834196, 238.461452, -339.219812, 323.778387, -404.705809, 83.606683, 0
9.15, 50.37918, 285.48202, -329.143976, 369.60062, -373.172968, 3.297552, 0
9.18, -6.717224, 315.709528, -308.992304, 403.537926, -329.549103, -77.62987, 0
9.21, -73.889464, 332.502588, -261.971736, 419.476094, -271.36105, -153.954459, 0
9.24, -134.34448, 349.295648, -204.875332, 424.010228, -204.03603, -228.355476, 0
9.27, -194.799496, 335.8612, -147.778928, 415.422853, -131.489886, -291.97075, 0
9.3, -241.820064, 329.143976, -70.530852, 389.52333, -51.249454, -344.044592, 0
9.33, -278.764796, 312.350916, 0, 350.983191, 30.571055, -384.851798, 0
9.36, -315.709528, 285.48202, 70.530852, 300.489426, 109.300109, -409.858234, 0
9.39, -325.785364, 231.744228, 124.268644, 236.668055, 186.929979, -421.399666, 0
9.42, -325.785364, 167.9306, 178.006436, 167.62556, 257.140357, -421.330967, 0
9.45, -329.143976, 100.75836, 245.178676, 91.850563, 316.0154, -404.911906, 0
9.48, -312.350916, 36.944732, 292.199244, 9.961355, 364.379496, -373.104269, 0
9.51, -302.27508, -20.151672, 325.785364, -71.927853, 398.797695, -328.999511, 0
9.54, -248.537288, -73.889464, 352.65426, -147.496753, 416.796833, -273.42202, 0
9.57, -204.875332, -147.778928, 356.012872, -222.378663, 424.353723, -206.234398, 0
9.6, -137.703092, -208.233944, 356.012872, -286.337432, 417.071629, -135.268331, 0
